,Competition,Stage,Year,Number,Problem Statement,ID,Figure,Answer
267,OSN,Regional,2024,8,"Banyaknya bilangan dua digit $\overline{ab}$ dengan $a,b\neq 0$ sehingga $\overline{ab}+\overline{ba}$ merupakan kelipatan $66$ adalah $\dots$",OSN_Regional_2024_8,,13
268,OSN,Regional,2024,9,Misalkan $k$ adalah bilangan bulat positif terkecil kelipatan $2034$ yang memiliki $28$ faktor positif. Sisa hasil bagi $k$ oleh $100$ adalah $\dots$,OSN_Regional_2024_9,,92
269,OSN,Regional,2024,10,"Misalkan $x,y$ bilangan real positif dengan $x > y$. Jika diketahui bahwa $x^2 + y^2 = \left( \dfrac{545}{272}\right)xy$, maka $\dfrac{x+y}{x-y}$ adalah $\dots$",OSN_Regional_2024_10,,33
270,OSN,Regional,2024,11,"Suatu segienam beraturan disisipkan kedalam sebuah persegi panjang seperti terlihat pada gambar
dibawah ini. Jika luas $A$ dan $B$ berturut-turut adalah 24 dan 23, maka luas segienam beraturan adalah $\dots$

<img src=""Figure/2024_OSN_Regional_11.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2024_11,2024_OSN_Regional_11.PNG,294
271,OSN,Regional,2024,12,"Banyak himpunan bagian <em>A</em> dari $\{24,25,26,\dots,35\}$ sehingga hasil penjumlahan unsur terbesar dan terkecil dari <em>A</em> sama dengan $59$ adalah $\dots$",OSN_Regional_2024_12,,1365
272,OSN,Regional,2024,13,"Untuk setiap bilangan asli $n$, misalkan $f(n)$ menyatakan faktor ganjil terbesar dari
$n$ dan $p(n) = f(n) +f(n+1)+···+f(2n)$. Jika $p(n) = 8145$, maka $n$ adalah $\dots$",OSN_Regional_2024_13,,90
273,OSN,Regional,2024,14,"Diberikan suku banyak $P(x) = x^3+Dx^2+Ex+1$ dan $P(-1) = 4$. Jika $a,b,c$ merupakan akar-akar
dari $P(x) = 0$ dan memenuhi $(a^2 -bc)(b^2 -ca)(c^2 -ab) = 40$. Maka nilai dari $(D + E)^2$ adalah $\dots$",OSN_Regional_2024_14,,8
274,OSN,Regional,2024,15,"Banyaknya barisan bilangan bulat positif dengan enam suku $a_1,a_2,a_3,a_4,a_5,a_6$ yang mungkin sehingga $1\leq a_1,a_2,a_3,a_4,a_5,a_6\leq 4 $ dan tidak ada dua suku berurutan yang jumlahnya $4$ adalah $\dots$",OSN_Regional_2024_15,,1549
275,OSN,Regional,2024,16,"Diberikan sebuah segitiga $ABC$ yang siku-siku pada sudut $B$. Lingkaran $\omega$ merupakan lingkaran dalam segitiga $ABC$ yang menyinggung sisi $BC$ pada titik $D$. Titik $E$ terletak pada $\omega$ sehingga $PE$ merupakan diameter dari $\omega$. Perpanjangan garis $AE$ memotong $\omega$ kedua kalinya pada titik $F$, dan memotong sisi $BC$ pada titik $G$. Apabila $EF = 3$, dan $FG = 4$, maka panjang $AE$ dapat dinyatakan dalam bentuk $\dfrac{p\sqrt{q}}{r}$ , dengan $p,q,r$ merupakan bilangan bulat positif, satu-satunya faktor kuadrat dari $q$ adalah 1, dan $FPB(p,r)=1$. Nilai dari $p + q +r$ adalah $\dots$",OSN_Regional_2024_16,,14
276,OSN,Regional,2024,17,"Diketahui $a,b,c$ bilangan real positif yang memenuhi $a+b+c = \frac{32}{a}+\frac{32}{b}+\frac{32}{c} = 24$. Nilai terbesar yang mungkin dicapai oleh $\frac{a^2+32}{a}$ adalah $\dots$",OSN_Regional_2024_17,,20
277,OSN,Regional,2024,18,"Untuk setiap bilangan real $x$, notasi $\floor{x}$ menyatakan bilangan bulat terbesar yang kurang dari atau sama dengan x. Sebagai contoh $\floor{1,1} = 1,\floor{3} = 3$, dan sebagainya. Jika ada tepat sebanyak 1000 bilangan berbeda pada barisan
\[
\floor{\frac{1^2}{2024}},\floor{\frac{2^2}{2024}}, \dots, \floor{\frac{n^2}{2024}}
\]
maka $n$ adalah $\dots$",OSN_Regional_2024_18,,1505
278,OSN,Regional,2024,19,"Banyaknya pemetaan $f:\{1,2,3,4,5\}\to\{1,2,3,4,5\}$ sehingga $f(f(x))\in\{2,4\}$ untuk setiap $x\in \{1,2,3,4,5\}$ adalah $\dots$",OSN_Regional_2024_19,,188
279,OSN,Regional,2024,20,"Pada $\triangle ABC$, titik $D$ dan $E$ terletak pada sisi $BC$ sehinggga $B, D, E, C$ terletak pada urutan tersebut. Diketahui bahwa $BD : DE : EC = 4 : 2 : 5$ dan garis-garis $AD$ dan $AF$ membagi tiga $\angle BAC$ sama besar. Garis $AD$ dan $AE$ masing-masing memotong lingkaran luar $\triangle ABC$ pada titik $F$ dan $G$. Nilai dari $\dfrac{DF}{EG}$ dapat dinyatakan dalam bentuk $\sqrt{\dfrac{p}{q}}$ untuk suatu bilangan bulat positif $p$ dan $q$ yang saling relatif prima, nilai dari $p + q$ adalah $\dots$",OSN_Regional_2024_20,,29
280,OSN,Regional,2025,1,"Banyaknya solusi persamaan $n^2 + 4n + 3 = 16m$ dengan $m,n$ bilangan asli dan $1 \le n \le 110$ adalah $\dots$",OSN_Regional_2025_1,,27
281,OSN,Regional,2025,2,Bilangan bulat positif terkecil $n$ sehingga $n!$ habis dibagi oleh 1430 adalah $\dots$,OSN_Regional_2025_2,,13
282,OSN,Regional,2025,3,"Diberikan trapesium $ABCD$ dengan $AB \parallel DC$ dan sudut $ADC = 90^\circ$. Misalkan $E$ titik pada $AD$ sehingga $BE = CE$. Jika $AB = 22$, $CD = 27$, dan $BC = 25\sqrt{2}$, maka panjang $AE$ adalah $\dots$

<img src=""Figure/2025_OSN_Regional_3.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2025_3,2025_OSN_Regional_3.PNG,21
283,OSN,Regional,2025,4,"Banyaknya himpunan bagian dari $\{1,2,3,4,5,6,7\}$ yang memuat himpunan $\{1,2,3,4,5\}$ atau $\{4,5,6\}$ adalah $\dots$",OSN_Regional_2025_4,,18
284,OSN,Regional,2025,5,Afif menuliskan sembilan bilangan bulat positif berbeda yang lebih kecil dari 18. Ia memastikan penjumlahan dua bilangan mana pun tidak pernah sama dengan 18. Bilangan positif yang pasti ditulis Afif adalah $\dots$,OSN_Regional_2025_5,,9
285,OSN,Regional,2025,6,Diketahui bahwa koefisien suku $x^2$ dari pengembangan $(x+3)^n$ adalah $81k$ untuk suatu bilangan asli $k$. Bilangan asli $k$ terkecil yang mungkin memenuhi syarat tersebut adalah $\dots$,OSN_Regional_2025_6,,15
286,OSN,Regional,2025,7,"Diketahui dua segitiga sama sisi $ABD$ dan $BCE$ dengan panjang sisi yang sama dan ketiga titik $A, B, C$ terletak pada satu garis. Titik $P$ dan $Q$ masing-masing adalah titik pusat lingkaran luar segitiga $ABD$ dan segitiga $BCE$. Jika luas lingkaran luar segitiga $BCP$ adalah 126, maka luas lingkaran luar segitiga $BPQ$ adalah $\dots$

<img src=""Figure/2025_OSN_Regional_7.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2025_7,2025_OSN_Regional_7.PNG,18
287,OSN,Regional,2025,8,"Diberikan persegi panjang $ABCD$ dengan $AB = 68$ dan $AD = 27$. Misalkan $E,F$ titik pada sisi $AB$ dan $G,H$ pada sisi $CD$ sedemikian sehingga $AF = BE = CH = DG = 54$. Luas daerah yang dibatasi garis $AG, BH, CE, DF$ adalah $\dots$

<img src=""Figure/2025_OSN_Regional_8.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2025_8,2025_OSN_Regional_8.PNG,49
288,OSN,Regional,2025,9,Suatu polinomial $p(x)$ memenuhi persamaan $p(5^b + 1) = 5^{5b} + 4$ untuk setiap bilangan bulat positif $b$. Nilai $p(3)$ adalah $\dots$,OSN_Regional_2025_9,,36
289,OSN,Regional,2025,10,Banyaknya bilangan bulat $m$ sehingga persamaan kuadrat $x^2 + mx + 37 = m$ tidak mempunyai akar real adalah $\dots$,OSN_Regional_2025_10,,25
290,OSN,Regional,2025,11,"Bilangan bulat terbesar $n$, sedemikian sehingga $\mathrm{FPB}(1+2+\dots+n,\, 1^2 + 2^2 + \dots + n^2) < 100$ adalah $\dots$",OSN_Regional_2025_11,,23
291,OSN,Regional,2025,12,"Diberikan lingkaran yang berpusat di titik $O$ dan berjari-jari 65. Misalkan $A, B, C$ tiga titik berbeda pada lingkaran tersebut dan $D, E, F$ berturut-turut merupakan titik tengah $BC, AC, AB$. Jika dua ruas garis di antara $OD, OE, OF$ memiliki panjang 25 dan 39, maka panjang ruas garis yang ketiga adalah $\dots$",OSN_Regional_2025_12,,33
292,OSN,Regional,2025,13,"Dari digit-digit dari bilangan $6,7,8,\dots,n$ dituliskan dari kiri ke kanan (tanpa spasi) membentuk suatu bilangan baru $K$, nilai $n$ terkecil sehingga $K$ habis dibagi 7 adalah $\dots$",OSN_Regional_2025_13,,15
293,OSN,Regional,2025,14,"Misalkan $x,y,z$ bilangan real positif dengan
\[
\frac{1}{1+x+y} + \frac{1}{1+y+z} + \frac{1}{1+z+x} = \frac14.
\]
Nilai minimum $3x + 5y + 6z$ adalah $A\sqrt{2} + B$, dengan $A,B$ bilangan asli. Nilai $A+B$ adalah $\dots$",OSN_Regional_2025_14,,61
294,OSN,Regional,2025,15,"Banyaknya bilangan bulat berbeda di barisan bilangan berikut
\[
\left\lfloor \frac{579}{1} \right\rfloor,\,
\left\lfloor \frac{579}{3} \right\rfloor,\,
\left\lfloor \frac{579}{5} \right\rfloor,\,
\dots,\,
\left\lfloor \frac{579}{579} \right\rfloor
\]
adalah $\dots$",OSN_Regional_2025_15,,33
295,OSN,Regional,2025,16,"Diberikan persegi panjang $ABCD$ dan $E$ suatu titik pada sisi $AB$. Suatu benda bergerak dari titik $A$ dan berturut-turut menyentuh sisi $BC, CD, AC$ dan sampai pada titik $E$. Jika diketahui bahwa $AB = 60$, $AD = 85$ dan jarak terpendek yang ditempuh adalah $170\sqrt{2}$, maka panjang $AE$ adalah $\dots$

<img src=""Figure/2025_OSN_Regional_16.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2025_16,2025_OSN_Regional_16.PNG,50
296,OSN,Regional,2025,17,"Banyak pemetaan $f : \{1,2,3,4,5\} \to \{1,2,3,4,5\}$ yang memenuhi persamaan $f(f(x)) = f(x)$ untuk setiap $x \in \{1,2,3,4,5\}$ adalah $\dots$",OSN_Regional_2025_17,,196
297,OSN,Regional,2025,18,"Suatu percobaan mengundi suatu dadu beberapa kali, dan percobaan berhenti setelah muncul mata dadu lebih kecil dari 5 sebanyak dua kali. Banyak kemungkinan percobaan berhenti pada pengundian ke-5 atau sebelumnya adalah $\dots$",OSN_Regional_2025_18,,784
298,OSN,Regional,2025,19,"Hasil penjumlahan semua bilangan asli $n$ sehingga sistem persamaan
\[
\begin{cases}
nx + y = 85 \\
2x + (n+1)y = 30
\end{cases}
\]
memiliki solusi bilangan bulat $(x,y)$ adalah $\dots$",OSN_Regional_2025_19,,24
299,OSN,Regional,2025,20,"Sebuah tabel terdiri atas dua baris dan 29 kolom. Tiap petak dicat hitam atau putih dengan aturan:
<ul>
<li>[(i)] Dua kolom bersebelahan tidak boleh memiliki jumlah petak hitam yang sama.
</li><li>[(ii)] Dua bujur sangkar $2\times 2$ yang tumpang tindih pada satu kolom tidak boleh memiliki jumlah petak hitam yang sama.
</li></ul>
Banyaknya cara pewarnaan papan yang memenuhi aturan di atas adalah $\dots$",OSN_Regional_2025_20,,5120
300,OSN,Regional,2026,1,"Diberikan $x,y,z$ bilangan real yang memenuhi sistem persamaan
\[
x-y=1,\qquad
y-z=2,\qquad
xyz=77.
\]
Nilai dari
\[
\frac{x}{yz}+\frac{y}{xz}+\frac{z}{xy}
-\left(\frac1x+\frac1y+\frac1z\right)
\]
adalah $\ldots$",OSN_Regional_2026_1,,$\frac{1}{11}$
301,OSN,Regional,2026,2,"Andi, Budi, dan Cici melakukan suatu permainan dengan melempar koin. Urutan pelemparan dimulai dari Andi, kemudian Budi, dan dilanjutkan Cici. Pemain pertama yang mendapatkan sisi Gambar dinyatakan pemenang. Ketika ketiga pemain berturut-turut mendapatkan sisi Angka, maka permainan dilanjutkan kembali dengan urutan pelemparan yang sama. Jika peluang Andi menang adalah $\frac{a}{n}$, peluang Budi menang adalah $\frac{b}{n}$, dan peluang Cici menang adalah $\frac{c}{n}$, dengan $a,b,c,n$ adalah bilangan bulat positif yang relatif prima, maka hasil dari $c+n$ adalah $\ldots$",OSN_Regional_2026_2,,8
302,OSN,Regional,2026,3,"Suku banyak
\[
P(x)=x^3+ax^2+bx+c
\]
habis dibagi oleh suku banyak
\[
Q(x)=x^2+\frac1{40}.
\]
Nilai dari $\frac{a}{c}$ adalah $\ldots$",OSN_Regional_2026_3,,40
303,OSN,Regional,2026,4,"Diketahui luas sebuah segitiga siku-siku adalah $45$. Jika jari-jari lingkaran luar segitiga tersebut adalah $8$, jari-jari lingkaran dalam segitiga adalah $r$, dan $r$ dapat dinyatakan dalam bentuk $\sqrt{m}+n$ dengan $m,n\in\mathbb Z$, maka nilai dari $m+n$ adalah $\ldots$",OSN_Regional_2026_4,,101
304,OSN,Regional,2026,5,"Banyak bilangan asli dari $456,457,\ldots,2026$ yang digit-digitnya saling berbeda dan jika dibaca dari kiri ke kanan digit-digitnya berada dalam urutan naik (<em>strictly increasing</em>) adalah $\ldots$",OSN_Regional_2026_5,,76
305,OSN,Regional,2026,6,"Diberikan suku barisan $a_n$ sebagai sisa pembagian dari $(a_{n-2}+a_{n-1})$ oleh $3$. Jika diketahui $a_1=0$ dan $a_2=2$, untuk setiap $n\ge3$, maka nilai dari jumlah suku-suku
\[
a_1+a_2+a_3+\cdots+a_{2026}
\]
adalah $\ldots$",OSN_Regional_2026_6,,2279
306,OSN,Regional,2026,7,"Alda mempunyai koper dengan kombinasi kunci yang membentuk sebuah barisan yang terdiri dari $8$ angka pilihan dari himpunan $\{1,2,3,4,5\}$. Ia akan mengatur satu barisan tersebut sehingga koper dapat dibuka. Jika Alda menginginkan barisan kunci tersebut memuat tepat satu angka $1$ dan tepat empat angka $2$, maka banyak variasi susunan kunci koper yang mungkin dibuat adalah $\ldots$",OSN_Regional_2026_7,,286
307,OSN,Regional,2026,8,"Diberikan tiga bilangan prima $p,q,r$ yang memenuhi sistem persamaan
\[
p+q+r=26,\qquad
pq+qr+rp=191.
\]
Nilai dari perkalian $pqr$ adalah $\ldots$",OSN_Regional_2026_8,,9
308,OSN,Regional,2026,9,"Pada sebuah konfigurasi geometri, terdapat sebuah lingkaran kecil yang terletak di dalam persegi. Lingkaran kecil tersebut diketahui menyinggung sebuah seperempat lingkaran besar di sisi luar, menyinggung setengah lingkaran di sisi dalam, dan menyinggung salah satu sisi persegi tersebut. Jika panjang sisi persegi adalah $300$ satuan, maka panjang jari-jari dari lingkaran kecil tersebut adalah $\ldots$

<img src=""Figure/2026_OSN_Regional_9.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2026_9,2026_OSN_Regional_9.PNG,48
309,OSN,Regional,2026,10,"Sebuah fungsi kuadrat
\[
f(x)=x^2+px+q^2
\]
memiliki akar-akar yang keduanya merupakan bilangan bulat. Jika $p$ dan $q$ adalah bilangan prima, maka nilai dari $p+2q$ adalah $\ldots$",OSN_Regional_2026_10,,7560
310,OSN,Regional,2026,11,"Tentukan nilai dari $a+b$ jika dikerjakan dalam bentuk pecahan rasional terbesar kurang dari $100$ berbentuk $\frac{a}{b}$ yang memenuhi persamaan
\[
x^2+\lfloor x\rfloor=\lfloor x^2\rfloor+x+\frac{31}{100}.
\]
Keterangan: $\lfloor\cdot\rfloor$ menyatakan fungsi bilangan bulat terbesar yang kurang dari atau sama dengan argumennya (\emph{floor function}).",OSN_Regional_2026_11,,981
311,OSN,Regional,2026,12,"Terdapat sebuah persegi panjang yang dibagi menjadi kotak-kotak petak berukuran $2\times3$. Setiap petak akan diwarnai hitam atau putih dengan syarat: setiap kolom wajib memiliki minimal satu petak berwarna hitam, dan setiap baris wajib memiliki minimal satu petak berwarna hitam sekaligus minimal satu petak berwarna putih. Selanjutnya, setiap petak yang berwarna putih akan diisi oleh salah satu angka dari himpunan $\{3,4,5,6,7,8\}$ sedemikian sehingga jumlah total bilangan pada setiap barisnya bernilai tepat sama dengan $8$. Berapa banyak cara pewarnaan dan pengisian yang dapat dilakukan untuk memenuhi prosedur tersebut?",OSN_Regional_2026_12,,12
312,OSN,Regional,2026,13,"Nilai minimum dari bentuk aljabar
\[
x+50y+\frac{625}{xy^2}
\]
tercapai saat nilai $x=a$ dan $y=b$. Tentukan nilai dari ekspresi
\[
a+b+ab.
\]",OSN_Regional_2026_13,,51
313,OSN,Regional,2026,14,"Terdapat sebuah segitiga sama sisi $ABC$. Titik $M$ dan $N$ terletak pada sisi $BC$ dengan $M\neq N$. Sebuah titik $D$ berada di dalam segitiga $ABC$ sedemikian rupa sehingga segitiga $DMN$ juga membentuk segitiga sama sisi. Garis $BD$ memotong sisi $AC$ di titik $E$, dan garis $CD$ memotong sisi $AB$ di titik $F$. Jika diketahui panjang $MN=3$, $BF=4$, dan $CE=8$, berapakah panjang sisi segitiga $BC$?",OSN_Regional_2026_14,,24
314,OSN,Regional,2026,15,Misalkan $S(n)$ didefinisikan sebagai jumlah dari semua faktor positif dari bilangan $n$. Tentukan jumlah dari semua nilai bilangan asli $n\le225$ sedemikian sehingga nilai $S(n)$ bernilai ganjil.,OSN_Regional_2026_15,,2010
315,OSN,Regional,2026,16,"Dua buah lingkaran yang masing-masing berpusat di $O_1$ dan $O_2$ saling berpotongan di dua titik yaitu $X$ dan $Y$. Sebuah garis singgung persekutuan luar menyinggung lingkaran $O_1$ di titik $A$ dan lingkaran $O_2$ di titik $B$, dengan posisi garis singgung tersebut lebih dekat terhadap titik potong $X$. Perpanjangan dari segmen garis hubung titik potong $XY$ memotong garis singgung persekutuan luar tersebut di titik $P$. Jika diketahui jari-jari lingkaran $O_1$ adalah $4$ satuan, jari-jari lingkaran $O_2$ adalah $8$ satuan, dan jarak antar titik pusat $O_1O_2=5$ satuan, berapakah nilai dari luas segitiga $O_1PO_2$?",OSN_Regional_2026_16,,24
316,OSN,Regional,2026,17,"Diberikan sebuah segitiga $ABC$. Terdapat titik $D$ pada sisi $AB$ sehingga
\[
\frac{AD}{DB}=\frac{7}{4},
\]
dan sebuah titik $E$ pada sisi $AC$ sehingga
\[
\frac{AE}{EC}=\frac{5}{6}.
\]
Titik $M$ dipilih sebagai titik tengah dari sisi $BC$, dan $N$ merupakan titik potong antara garis berat $AM$ dengan garis transversal $DE$. Tentukan nilai luas daerah segitiga $ADN$.",OSN_Regional_2026_17,,63
317,OSN,Regional,2026,18,"Terdapat bilangan bulat positif $m$ terkecil yang memenuhi persamaan koefisien binomial
\[
16\binom{m}{k}+3\binom{n}{k+1}=48z
\]
untuk setiap nilai $m,n,k,z$ bilangan bulat positif. Tentukan nilai terkecil yang mungkin dari $z$.",OSN_Regional_2026_18,,32
318,OSN,Regional,2026,19,"Terdapat sebuah barisan himpunan bilangan rasional yang terdiri dari suku-suku berikut:
\[
-\frac1{567},-\frac1{566},-\frac1{565},\ldots,-\frac12,\frac12,\ldots,\frac1{565},\frac1{566},\frac1{567}.
\]
Pada setiap langkah permainan, Andi menghapus dua buah bilangan sebarang dari barisan, misalkan $x$ dan $y$, kemudian mengganti kedua bilangan tersebut dengan satu bilangan baru bernilai
\[
x+y-xy.
\]
Setelah serangkaian langkah dilakukan berulang kali, pada akhirnya hanya akan tersisa tepat satu bilangan tunggal. Jika bilangan terakhir tersebut dapat dinyatakan dalam bentuk pecahan paling sederhana $\frac{a}{b}$ dengan $a$ dan $b$ merupakan bilangan asli yang saling relatif prima, maka tentukan nilai dari $a+b$.",OSN_Regional_2026_19,,$\frac{283}{567}$
319,OSN,Regional,2026,20,"Tentukan nilai dari jumlah satu digit tepat di sebelah kiri koma (satuan) dan satu digit tepat di sebelah kanan koma (sepersepuluhan) dari bentuk ekspresi perpangkatan besar berikut:
\[
(6+\sqrt{26})^{18}.
\]",OSN_Regional_2026_20,,11
